size,num_sections,num_unique_sections,section_names_entropy,avg_section_size,min_section_size,max_section_size,total_section_size,avg_entropy,min_entropy,max_entropy,has_packed_sections,has_executable_sections,writable_executable_sections,num_imports,num_unique_dlls,num_unique_imports,imports_to_dlls_ratio,has_import_name_mismatches,suspicious_imports_count,num_exports,suspicious_exports,suspicious_api_chains,has_delayed_imports,is_dll,is_executable,is_system_file,has_aslr,has_dep,is_signed,has_rich_header,rich_header_entries,num_strings,avg_string_length,has_suspicious_strings,has_anti_debug,has_vm_detection_imports,has_vm_detection_strings,has_vm_mac_addresses,has_anti_debug_imports,has_anti_debug_strings,has_process_creation_imports,has_createprocess,has_setwindowshookex,has_nop_sleds,has_resources,num_resources,has_embedded_exe,has_debug,has_tls,has_relocations,ep_in_first_section,ep_in_last_section,ep_section_entropy,has_suspicious_sections,label
38912,4,4,2.0,9472.0,2560,23040,37888,5.507721538614524,4.662658187736697,6.672806285785932,0,1,0,69,6,69,11.5,0,3,0,0,0,0,0,2,0,64,256,0,0,0,212,8.63679245283019,1,0,0,0,0,1,1,1,1,0,1,1,3,1,0,0,0,1,0,4.662658187736697,0,1
110176,4,4,2.0,27008.0,512,102912,108032,4.176193069565761,1.6649936702546246,7.135287202594726,0,0,0,9,2,9,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1138,6.121265377855887,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.135287202594726,0,1
458752,4,4,2.0,113664.0,8192,249856,454656,6.438226247959391,4.210414460260621,7.847710641136324,0,1,0,85,4,85,21.25,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4489,5.121407885943417,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.480273312491796,0,1
438272,4,4,2.0,108544.0,20480,274432,434176,7.139552325191003,6.630350634845484,7.698464582407258,0,1,0,75,6,75,12.5,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4165,5.114045618247299,1,0,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.71118028336583,0,1
95785,5,5,2.321928094887362,18739.2,512,88064,93696,4.119094128246248,2.006387977875609,7.757345855277021,0,1,0,6,3,6,2.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,854,5.360655737704918,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,5.4902666739227675,0,1
110688,5,5,2.321928094887362,21708.8,512,101376,108544,4.292395963827342,1.5545988507011996,7.123962323304719,0,1,0,7,2,7,3.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1145,6.11703056768559,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5.130700100461356,0,1
394240,4,4,2.0,98304.0,1536,384512,393216,4.606721137147733,0.0,7.853050696879291,0,1,0,39,4,36,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4357,4.825568051411522,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.447729341957312,0,1
110176,4,4,2.0,27008.0,512,102912,108032,4.174182267961417,1.6649936702546246,7.134031191018444,0,0,0,9,2,9,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1120,6.172321428571428,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.134031191018444,0,1
283160,5,5,2.321928094887362,56217.6,1536,266240,281088,5.359054578164747,3.0473513214874757,7.6690485630863465,0,1,0,287,4,287,71.75,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2154,6.290622098421541,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,1,0,5.2049114555543605,0,1
210432,4,4,2.0,52352.0,512,138240,209408,5.213676982336429,0.020393135236084953,7.861203193147274,0,1,1,254,6,254,42.333333333333336,0,3,1,1,0,0,0,2,0,0,0,0,0,0,2188,6.089122486288848,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,7.861203193147274,0,1
389120,4,4,2.0,96256.0,4096,344064,385024,5.407386950810646,3.335600958915506,7.831240520701591,0,1,0,46,3,46,15.333333333333334,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4143,4.845763939174511,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.049945240678266,0,1
209920,4,4,2.0,52224.0,512,137728,208896,5.215804755345249,0.020393135236084953,7.861375461992038,0,1,1,254,6,254,42.333333333333336,0,3,1,1,0,0,0,2,0,0,0,0,0,0,2143,6.142790480634624,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,7.861375461992038,0,1
117760,5,5,2.321928094887362,23347.2,512,95232,116736,4.403342785749031,0.06116285224115448,7.9656787202290955,0,1,1,409,9,399,45.44444444444444,0,10,0,0,0,0,0,2,0,64,256,0,0,0,1626,7.428659286592866,1,1,0,0,0,1,1,1,1,0,1,1,8,0,0,0,0,1,0,4.731699921383409,0,1
504320,4,4,2.0,125824.0,1536,494080,503296,4.220832251202463,0.0,6.642904041572566,0,1,0,39,4,34,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4469,4.921682703065563,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.2086559727279385,0,1
471040,5,5,2.321928094887362,93388.8,20480,192512,466944,5.166051633480896,2.0812509264075816,7.74242380470763,0,1,0,59,2,50,29.5,0,2,34,5,1,0,8192,2,0,0,0,0,0,0,3571,7.207504900588071,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.641209161915965,0,1
323624,9,9,3.169925001442312,35726.22222222222,1024,271872,321536,2.6352346060928604,0.0,7.635179196758926,0,1,0,728,9,728,80.88888888888889,1,3,0,0,0,0,0,2,0,0,0,0,0,0,2767,8.807372605710155,1,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,0,7.635179196758926,0,1
434176,4,4,2.0,107520.0,8192,364544,430080,5.623278429968317,3.9546132410111117,7.7361296950947205,0,1,0,69,4,69,17.25,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4190,5.264200477326969,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.2332992272962615,0,1
301096,4,4,2.0,74752.0,3072,272384,299008,5.99081641850756,4.373510778946286,7.703562365619357,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,3231,7.416279789538843,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,7.703562365619357,0,1
442368,4,4,2.0,109568.0,8192,376832,438272,5.67254572113286,3.967248013389364,7.824675539014373,0,1,0,63,3,63,21.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4479,5.038401428890377,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.287855537822636,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.803392586059747,0.7064531830020135,7.904387856574025,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4279,5.196073849030147,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.129812866790654,0,1
458752,4,4,2.0,113664.0,8192,249856,454656,6.494840277184272,4.365003733337219,7.867753635204259,0,1,0,95,6,95,15.833333333333334,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4374,5.183127572016461,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.527932738754117,0,1
438272,4,4,2.0,108544.0,12288,364544,434176,5.750152698196849,3.8749533824526288,7.736359331031956,0,1,0,66,5,66,13.2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4282,5.262961233068659,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.229816432743865,0,1
124896,7,7,2.807354922057604,17554.285714285714,512,101376,122880,2.49935996849267,0.0,7.28046583415905,0,1,0,24,4,24,6.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1056,6.267045454545454,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,2.4745000159258113,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.478008067326486,0.0,6.644070165747287,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1023,11.644183773216032,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.644070165747287,0,1
442368,4,4,2.0,109568.0,8192,364544,438272,5.624953277174002,4.012074514597638,7.731603601479854,0,1,0,72,4,72,18.0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4233,5.277344672808883,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.188482545382027,0,1
110688,5,5,2.321928094887362,21708.8,512,101376,108544,4.194839135927128,1.4962965553968912,7.122492467644691,0,1,0,6,1,6,6.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1104,6.113224637681159,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5.150180639815337,0,1
129632,8,8,3.0,15936.0,1024,108032,127488,2.8976067297910912,0.16032872589902852,7.0808491576602295,0,1,0,237,4,237,59.25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,983,9.337741607324517,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.0808491576602295,0,1
371808,6,6,2.584962500721156,61610.666666666664,1024,346624,369664,3.864429882240284,0.16032872589902852,6.573519309049622,0,1,0,413,5,413,82.6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2528,7.394382911392405,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,6.573519309049622,0,1
110176,4,4,2.0,27008.0,512,102912,108032,4.173689248797539,1.6649936702546246,7.134042590363843,0,0,0,9,2,9,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1123,6.167408726625111,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.134042590363843,0,1
393216,4,4,2.0,97280.0,8192,311296,389120,6.773935990875511,5.96154614994748,7.92222907528523,0,1,0,44,3,44,14.666666666666666,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4183,4.856801338752092,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.364877501151966,0,1
434176,6,6,2.584962500721156,72106.66666666667,1024,361984,432640,4.513588540659718,0.26635613149273246,7.987503478766731,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4542,5.052619991193307,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.458627755532121,0,1
417792,4,4,2.0,103424.0,8192,208896,413696,6.709590452785768,3.8067363487314534,7.762823886947937,0,1,0,60,2,60,30.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4135,5.094558645707376,1,0,0,1,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,7.762823886947937,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.640532239703505,2.5972473294727156,6.6443635434325525,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1301,11.388931591083782,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.6443635434325525,0,1
110176,4,4,2.0,27008.0,512,102912,108032,4.175810540973438,1.5771066802569238,7.1307507171408995,0,0,0,9,3,9,3.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1098,6.154826958105646,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7.1307507171408995,0,1
413696,4,4,2.0,102400.0,12288,339968,409600,6.068305998369007,4.962647595261333,7.976637464560738,0,1,0,42,4,42,10.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4499,4.858635252278284,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.338444365354703,0,1
425984,4,4,2.0,105472.0,8192,217088,421888,6.524635087122003,3.978445426739278,7.840279579715729,0,1,0,69,4,69,17.25,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4773,5.029331657238634,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.4418061591737175,0,1
438272,4,4,2.0,108544.0,20480,274432,434176,7.139184560076184,6.625815906355314,7.697678731877063,0,1,0,80,7,80,11.428571428571429,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4398,5.134151887221464,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.706502981137983,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.680892672678553,2.609384366509552,6.674702571784401,0,1,0,111,6,111,18.5,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1308,11.162079510703364,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.674702571784401,0,1
458752,4,4,2.0,113664.0,20480,364544,454656,5.975239452766475,4.015866797434177,7.729552567074389,0,1,0,71,4,71,17.75,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4258,5.298496946923438,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.189648885572457,0,1
434176,4,4,2.0,107520.0,8192,364544,430080,5.616515936173808,3.932793706934818,7.7367346151503575,0,1,0,69,5,69,13.8,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4257,5.242659149635894,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.232487596774613,0,1
132096,5,5,2.321928094887362,26214.4,1024,122880,131072,3.624474801458143,0.16032872589902852,7.04483884751659,0,1,0,170,7,170,24.285714285714285,0,2,0,0,0,0,0,2,0,0,0,0,0,0,821,7.20341047503045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04483884751659,0,1
95785,5,5,2.321928094887362,18739.2,512,88064,93696,4.120957358029752,2.006387977875609,7.7560199455205945,0,1,0,6,3,6,2.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,868,5.443548387096774,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,5.4902666739227675,0,1
503808,4,4,2.0,124928.0,16384,339968,499712,5.375028087895027,2.0020774862948203,7.97610036533924,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4411,4.850374064837905,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.186134534570243,0,1
433664,6,6,2.584962500721156,72021.33333333333,1024,361472,432128,4.509961497279367,0.2690702631577817,7.9884303790005875,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4438,5.072555205047319,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.459762819161562,0,1
97321,5,5,2.321928094887362,19046.4,512,89600,95232,3.5407260449715836,0.0,7.715119509198278,0,1,0,5,2,5,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,853,5.451348182883939,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,5.4611382783064135,0,1
350720,4,4,2.0,5632.0,1024,14336,22528,4.6233642612113215,0.41644573043250227,7.106051899529958,0,1,0,39,3,39,13.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3962,4.69964664310954,1,1,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,5.467763145006593,0,1
391168,4,4,2.0,97536.0,1536,380928,390144,4.568521698222958,0.0,7.882290676088265,0,1,0,39,4,35,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4361,4.7823893602384775,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.3186644634135885,0,1
95272,3,3,1.584962500721156,31232.0,512,92160,93696,4.532996535822623,2.093858639482634,7.617997934867388,0,1,0,10,4,10,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1026,5.659844054580897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.617997934867388,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.4376864690785625,0.0,6.644070165747287,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1018,11.657170923379175,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.644070165747287,0,1
212992,5,5,2.321928094887362,41779.2,4096,147456,208896,3.4685612583623566,0.0,6.621467325824774,0,1,0,115,7,115,16.428571428571427,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,979,11.985699693564863,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.621467325824774,0,1
458752,4,4,2.0,113664.0,8192,249856,454656,6.4956404046932885,4.365003733337219,7.8687860342625155,0,1,0,95,6,95,15.833333333333334,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4363,5.178317671327068,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.528811262490967,0,1
372736,4,4,2.0,92928.0,1024,364544,371712,5.387721463937478,2.6897864381232335,7.988037635536688,0,1,0,39,4,39,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4201,4.651749583432516,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.7411104737130625,0,1
140840,4,4,2.0,34688.0,3072,112128,138752,5.785388822391493,4.374892642586425,6.979225290212247,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,1432,10.887569832402235,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,6.979225290212247,0,1
394240,4,4,2.0,98304.0,1536,384512,393216,4.615351637407737,0.0,7.85308902956486,0,1,0,39,4,36,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4361,4.8261866544370555,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.469760404790083,0,1
430080,4,4,2.0,106496.0,12288,360448,425984,5.0925214746916545,0.7085729704582912,7.903589035453259,0,1,0,59,3,59,19.666666666666668,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4450,5.191011235955056,1,0,0,1,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.136636892505299,0,1
458752,4,4,2.0,113664.0,8192,249856,454656,6.435931979249004,4.210414460260621,7.839296899986305,0,1,0,85,4,85,21.25,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4406,5.113027689514299,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.480414109903317,0,1
430080,4,4,2.0,106496.0,12288,360448,425984,5.094931045027828,0.7096583634174287,7.9048683222646225,0,1,0,64,4,64,16.0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4442,5.2190454750112565,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.141093193728681,0,1
393728,4,4,2.0,5888.0,1024,14336,23552,4.609212043269853,0.42013066021895284,7.07822276103097,0,1,0,39,3,39,13.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4443,4.656088228674319,1,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,5.421791614245378,0,1
2415104,5,5,2.321928094887362,482816.0,7168,2204672,2414080,4.6529279712315645,1.8690207148498132,6.636626104219519,0,1,0,112,5,112,22.4,0,9,0,0,0,0,0,2,0,64,256,0,0,0,7914,24.582891079100328,1,1,0,1,0,1,1,1,1,0,1,1,14,0,1,0,0,1,0,6.636626104219519,0,1
413696,4,4,2.0,102400.0,12288,339968,409600,6.084461320210761,4.9716267635109705,7.976902523898313,0,1,0,43,3,43,14.333333333333334,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4493,4.843534386823948,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.388639838090491,0,1
284184,7,7,2.807354922057604,40301.71428571428,1024,264192,282112,3.9173231280945093,0.0,7.7160358716211,0,1,0,267,5,267,53.4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3195,6.059467918622849,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,5.108183427914029,0,1
394240,4,4,2.0,98304.0,1536,384512,393216,4.600935112662729,0.0,7.852490573834073,0,1,0,39,4,35,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4382,4.8222272934733,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.459673545635008,0,1
417792,4,4,2.0,103424.0,8192,208896,413696,6.711301123863991,3.770000384660344,7.76609149258067,0,1,0,58,2,58,29.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4352,5.069852941176471,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,7.76609149258067,0,1
151040,4,4,2.0,37504.0,2560,94720,150016,5.7958167552384126,4.539365694133828,7.97286334923383,0,1,1,183,4,126,45.75,0,10,0,0,0,0,0,2,0,64,256,0,0,0,1440,7.040277777777778,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,5.721797608006771,0,1
131168,9,9,3.169925001442312,14336.0,1024,108032,129024,2.564875597021925,0.16032872589902852,7.080742340548065,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,976,9.522540983606557,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.080742340548065,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.4762890585139785,0.0,6.644047542284788,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1021,11.68560235063663,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.644047542284788,0,1
417792,4,4,2.0,103424.0,8192,208896,413696,6.711567077332912,3.770000384660344,7.765328692504979,0,1,0,58,2,58,29.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4068,5.067109144542773,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,7.765328692504979,0,1
403712,6,6,2.584962500721156,67093.33333333333,768,346496,402560,4.763681078439612,0.2882550279554412,7.988324056411778,0,1,1,46,2,46,23.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4289,5.0725110748426205,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5.5056533635857825,0,1
417792,4,4,2.0,103424.0,16384,208896,413696,6.365219492420097,3.179663696159228,7.9409893783136365,0,1,0,62,3,62,20.666666666666668,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4384,5.056569343065694,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.474628241222472,0,1
417792,4,4,2.0,103424.0,16384,208896,413696,6.362947370697315,3.163304304703028,7.941596346340319,0,1,0,63,3,63,21.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4334,5.073604060913706,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.483167851457182,0,1
364032,4,4,2.0,90752.0,1536,354304,363008,4.5285227301845605,0.06784557522715084,7.943869140608023,0,1,0,39,4,38,9.75,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4011,4.690102218898031,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.136317547692336,0,1
454656,4,4,2.0,112640.0,16384,376832,450560,5.784051033575726,2.657406349289959,7.639134056410916,0,1,0,85,5,85,17.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4529,5.151247516007949,1,0,0,0,0,1,1,0,0,0,1,1,4,0,0,0,0,1,0,6.118954398848201,0,1
131168,9,9,3.169925001442312,14336.0,1024,108032,129024,2.564606486499446,0.16032872589902852,7.080794753814023,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,977,9.516888433981576,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.080794753814023,0,1
393216,5,5,2.321928094887362,77824.0,4096,352256,389120,3.9332142971617765,0.10431583732584766,7.554376727515655,0,1,0,31,8,31,3.875,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3730,4.6675603217158175,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,2.42343836950975,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.804525440137925,0.7098414596165149,7.904692545313353,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4354,5.2117593017914565,1,0,0,1,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.129932037432746,0,1
458752,4,4,2.0,113664.0,20480,364544,454656,5.970732599543011,3.9964526832076643,7.731746936647266,0,1,0,71,4,71,17.75,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4364,5.267415215398716,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.189700885672925,0,1
434176,4,4,2.0,107520.0,8192,364544,430080,5.618081608370552,3.9306103041480265,7.735910214028324,0,1,0,69,4,69,17.25,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4260,5.256572769953052,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.23316164791184,0,1
39424,4,4,2.0,9600.0,3072,23552,38400,5.137310589032916,4.415599964165836,5.8329951346343965,0,1,0,58,6,58,9.666666666666666,0,1,0,0,0,0,0,2,0,64,256,0,0,0,193,8.67357512953368,1,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,4.415599964165836,0,1
221184,5,5,2.321928094887362,43417.6,4096,151552,217088,4.785267066624985,2.6004399557204234,6.66584857489941,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1354,11.242983751846381,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.66584857489941,0,1
169472,6,6,2.584962500721156,28074.666666666668,512,131584,168448,4.6559783232835095,0.37387747993819864,7.943662997913663,0,1,1,19,2,19,9.5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1774,5.6223224351747465,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,7.943662997913663,0,1
348160,4,4,2.0,86016.0,4096,200704,344064,5.927418613659543,0.6417950218118956,7.994130858770044,0,1,0,8,3,8,2.6666666666666665,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3662,4.617695248498088,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,7.994130858770044,0,1
430080,4,4,2.0,106496.0,12288,360448,425984,5.095090613789065,0.7105967971106154,7.90514545278952,0,1,0,64,4,64,16.0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4322,5.229754743174456,1,0,0,1,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.14147430747504,0,1
123872,7,7,2.807354922057604,17408.0,512,100352,121856,2.50064254939405,0.0,7.290368868159578,0,1,0,24,4,24,6.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,783,6.395913154533845,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,2.4657091079101185,0,1
164512,5,5,2.321928094887362,32256.0,512,117760,161280,2.069544788568431,0.0,7.071032141585194,0,1,0,9,2,9,4.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1004,6.145418326693227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.071032141585194,0,1
195232,8,8,3.0,24000.0,512,145408,192000,1.1814338467340046,0.0,6.049998846808332,0,1,0,10,3,10,3.3333333333333335,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1140,5.897368421052631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.049998846808332,0,1
212992,5,5,2.321928094887362,41779.2,4096,147456,208896,3.497206080888959,0.0,6.614083430878567,0,1,0,116,7,116,16.571428571428573,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,970,12.069072164948453,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.614083430878567,0,1
