size,num_sections,num_unique_sections,section_names_entropy,avg_section_size,min_section_size,max_section_size,total_section_size,avg_entropy,min_entropy,max_entropy,has_packed_sections,has_executable_sections,writable_executable_sections,num_imports,num_unique_dlls,num_unique_imports,imports_to_dlls_ratio,has_import_name_mismatches,suspicious_imports_count,num_exports,suspicious_exports,suspicious_api_chains,has_delayed_imports,is_dll,is_executable,is_system_file,has_aslr,has_dep,is_signed,has_rich_header,rich_header_entries,num_strings,avg_string_length,has_suspicious_strings,has_anti_debug,has_vm_detection_imports,has_vm_detection_strings,has_vm_mac_addresses,has_anti_debug_imports,has_anti_debug_strings,has_process_creation_imports,has_createprocess,has_setwindowshookex,has_nop_sleds,has_resources,num_resources,has_embedded_exe,has_debug,has_tls,has_relocations,ep_in_first_section,ep_in_last_section,ep_section_entropy,has_suspicious_sections,label
66944,3,3,1.584962500721156,20138.666666666668,512,57856,60416,3.3742544281326143,0.08153941234324169,6.321467798866685,0,1,0,1,1,1,1.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,864,10.461805555555555,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.321467798866685,0,0
57216,3,3,1.584962500721156,16896.0,512,48128,50688,3.3736644126754016,0.08153941234324169,6.393617405479019,0,1,0,1,1,1,1.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,745,10.445637583892617,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.393617405479019,0,0
26816,5,5,2.321928094887362,3379.2,512,9728,16896,4.131321165518387,0.2350643948570176,6.041837821235768,0,1,0,74,18,74,4.111111111111111,0,3,0,0,0,0,0,2,0,64,256,0,0,0,332,14.674698795180722,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,6.041837821235768,0,0
374384,7,7,2.807354922057604,51931.42857142857,512,247296,363520,3.629428719630213,0.09800417566270775,6.481228602652036,0,1,0,152,34,152,4.470588235294118,0,9,0,0,0,0,0,2,0,64,256,0,0,0,5408,26.081915680473372,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,6.481228602652036,0,0
204800,7,7,2.807354922057604,29110.85714285714,1536,123904,203776,4.021023706456797,0.015920183265625623,5.998567942987033,0,1,0,171,25,171,6.84,0,5,0,0,0,0,0,2,0,64,256,0,0,0,980,14.768367346938776,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,5.998567942987033,0,0
67224,6,6,2.584962500721156,7680.0,512,23040,46080,3.946338055763541,3.1189229192378076,6.048077361041833,0,1,0,132,14,132,9.428571428571429,0,2,0,0,0,0,0,2,0,64,256,0,0,0,654,15.9434250764526,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6.048077361041833,0,0
36736,2,2,1.0,7424.0,2048,12800,14848,4.762735527215893,3.831350037760439,5.694121016671347,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,475,17.130526315789474,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0,0
48232,2,2,1.0,18944.0,2048,35840,37888,4.663580936077439,3.4907228061488293,5.836439066006048,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,740,17.50945945945946,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0,0
206736,3,3,1.584962500721156,65194.666666666664,512,176640,195584,3.8491759494553826,0.08153941234324169,5.837103927345658,0,1,0,1,1,1,1.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,796,14.452261306532664,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,5.837103927345658,0,0
38392,6,6,2.584962500721156,4096.0,4096,4096,24576,2.085887256443899,0.04873065242961223,4.550934447062796,0,1,0,34,4,34,8.5,0,2,0,0,0,0,0,2,0,64,256,0,0,0,302,16.1158940397351,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,4.550934447062796,0,0
46600,6,6,2.584962500721156,5461.333333333333,4096,8192,32768,1.9338547728170496,0.04873065242961223,4.187865500336899,0,1,0,47,6,47,7.833333333333333,0,2,0,0,0,0,0,2,0,64,256,0,0,0,349,16.35816618911175,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,4.187865500336899,0,0
18552,2,2,1.0,4096.0,3072,5120,8192,4.904872376303625,4.686050248898022,5.123694503709228,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,286,19.54895104895105,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0,0
27080,3,3,1.584962500721156,5461.333333333333,512,13312,16384,3.507288276553913,0.08153941234324169,5.886919504346116,0,1,0,1,1,1,1.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,456,19.967105263157894,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,5.886919504346116,0,0
114688,8,8,3.0,13824.0,4096,32768,110592,2.317743893551495,0.015920183265625623,5.972369608148639,0,1,0,110,33,110,3.3333333333333335,1,5,0,0,0,0,0,2,0,64,256,0,0,0,721,15.742024965325935,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,5.972369608148639,0,0
186976,7,7,2.807354922057604,25088.0,512,84480,175616,3.7713968370599917,1.023350155522985,6.333658732940911,0,1,0,101,1,101,101.0,0,7,0,0,0,0,0,2,0,64,256,0,0,0,1118,11.838103756708408,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,6.333658732940911,0,0
114688,8,8,3.0,13824.0,4096,32768,110592,2.318068636850332,0.015920183265625623,5.972343208297642,0,1,0,110,33,110,3.3333333333333335,1,5,0,0,0,0,0,2,0,64,256,0,0,0,722,15.731301939058172,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,5.972343208297642,0,0
114688,8,8,3.0,13824.0,4096,32768,110592,2.317743893551495,0.015920183265625623,5.972369608148639,0,1,0,110,33,110,3.3333333333333335,1,5,0,0,0,0,0,2,0,64,256,0,0,0,721,15.742024965325935,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,5.972369608148639,0,0
102818216,5,5,2.321928094887362,20561612.8,2560,102659584,102808064,5.685716168216635,2.3180265500087125,7.962749850645651,0,1,0,140,5,140,28.0,1,6,0,0,0,0,0,2,0,64,256,0,0,0,1149850,4.924210984041396,1,1,0,1,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,6.662219227241637,0,0
206432,6,6,2.584962500721156,32512.0,512,94720,195072,4.019118147063287,0.21310128450968063,6.284674388835485,0,1,0,78,2,78,39.0,0,6,0,0,0,0,0,2,0,64,256,0,0,0,1341,11.353467561521253,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,0,0,1,0,6.284674388835485,0,0
100944,6,6,2.584962500721156,14933.333333333334,512,44032,89600,4.107241257742081,0.11446338125913882,6.555075764052811,0,1,0,68,1,68,68.0,0,6,0,0,0,0,0,2,0,64,256,0,0,0,1086,11.013812154696133,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,0,0,1,0,6.555075764052811,0,0
220752,8,8,3.0,26176.0,512,100352,209408,3.8782803033351456,1.0211133449219563,6.487339223778048,0,1,0,101,1,101,101.0,0,7,0,0,0,0,0,2,0,64,256,0,0,0,1838,9.158868335146899,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,6.487339223778048,0,0
268856,6,6,2.584962500721156,42922.666666666664,512,130560,257536,4.300947754116982,0.3164000245953951,6.653580324154479,0,1,0,180,6,180,30.0,0,9,0,0,0,0,0,2,0,64,256,0,0,0,2234,11.534467323187108,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.653580324154479,0,0
100920,6,6,2.584962500721156,14933.333333333334,512,44032,89600,4.1069628301901435,0.11446338125913882,6.555143578767231,0,1,0,68,1,68,68.0,0,6,0,0,0,0,0,2,0,64,256,0,0,0,1082,11.012939001848428,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,0,0,1,0,6.555143578767231,0,0
1793440,5,5,2.321928094887362,356659.2,2560,1634816,1783296,5.690574949937594,2.3180265500087125,7.987043759250448,0,1,0,140,5,140,28.0,1,6,0,0,0,0,0,2,0,64,256,0,0,0,20607,5.299606929684088,1,1,0,1,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,6.662219227241637,0,0
1655352,6,6,2.584962500721156,274005.3333333333,512,1487360,1644032,4.807879856998203,0.43720409275959127,7.985037441965547,0,1,0,142,5,142,28.4,1,6,0,0,0,0,0,2,0,64,256,0,0,0,18805,5.369688912523265,1,1,0,0,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,6.6410035520339505,0,0
1651656,6,6,2.584962500721156,273066.6666666667,512,1481728,1638400,4.807702469922492,0.43720409275959127,7.984803734837761,0,1,0,142,5,142,28.4,1,6,0,0,0,0,0,2,0,64,256,0,0,0,18977,5.365969331295779,1,1,0,0,0,1,1,1,1,0,0,1,7,0,1,1,0,1,0,6.6410077900988504,0,0
43480632,6,6,2.584962500721156,7244885.333333333,512,43442688,43469312,3.9632232532335103,0.6143686413318199,7.999980703615156,0,1,0,74,3,74,24.666666666666668,0,5,0,0,0,0,0,2,0,64,256,0,0,0,516493,4.600410847775285,1,0,0,1,0,1,1,1,1,0,0,1,7,1,1,0,0,1,0,6.131138375196189,0,0
11882576,6,6,2.584962500721156,1978538.6666666667,512,11844608,11871232,3.963189918665236,0.6143686413318199,7.999780696205511,0,1,0,74,3,74,24.666666666666668,0,5,0,0,0,0,0,2,0,64,256,0,0,0,140152,4.6295664706889665,1,0,0,1,0,1,1,1,1,0,0,1,7,1,1,0,0,1,0,6.131138375196189,0,0
92770704,7,7,2.807354922057604,13251510.857142856,512,92738560,92760576,3.212693816905675,0.330964730370671,7.99999702588222,0,1,0,57,2,57,28.5,0,4,0,0,0,0,0,2,0,64,256,0,0,0,1102563,4.59691373644862,1,0,0,1,0,1,1,1,1,0,0,1,6,0,1,0,0,1,0,6.028830018025103,0,0
148984,6,6,2.584962500721156,22528.0,4096,65536,135168,3.6382858062395194,1.862690959248306,6.228977056870492,0,1,0,96,2,96,48.0,0,5,0,0,0,0,0,2,0,64,256,0,0,0,1636,28.498166259168705,1,0,0,0,0,1,1,1,1,0,0,1,2,0,1,0,0,1,0,6.228977056870492,0,0
1380480,7,7,2.807354922057604,195657.14285714287,512,871424,1369600,4.495169113642731,0.26816549870095685,6.383822980809885,0,1,0,125,2,125,62.5,0,1,0,0,0,0,0,2,0,64,256,0,0,0,5106,22.2301214257736,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,0,6.383822980809885,0,0
2233864,6,6,2.584962500721156,370005.3333333333,28672,1359872,2220032,5.302405667930253,3.4764157134513063,6.498921680596077,0,1,0,163,9,163,18.11111111111111,0,8,0,0,0,0,0,2,0,64,256,0,0,0,11355,22.642448260678115,1,1,0,0,0,1,1,1,1,0,0,1,3,0,1,1,0,1,0,6.498921680596077,0,0
264704,6,6,2.584962500721156,43946.666666666664,512,219136,263680,3.7893683991515505,0.7004539865704931,6.107746916404357,0,1,0,118,8,118,14.75,0,6,0,0,0,0,0,2,0,64,256,0,0,0,3202,26.099625234228608,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,6.107746916404357,0,0
11264,5,5,2.321928094887362,2048.0,512,5632,10240,3.9839162947533553,0.1833387916558982,5.755246747544763,0,1,0,41,4,41,10.25,0,2,0,0,0,0,0,2,0,64,256,0,0,0,158,13.91139240506329,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,5.755246747544763,0,0
175256,6,6,2.584962500721156,26453.333333333332,512,96256,158720,4.440254725013975,0.30140680731160896,7.449759892206963,0,1,0,114,6,114,19.0,0,5,0,0,0,0,0,2,0,64,256,0,0,0,1881,8.329080276448698,1,0,0,0,0,1,1,1,1,0,0,1,7,0,1,0,0,1,0,4.927913631704956,0,0
536576,6,6,2.584962500721156,89258.66666666667,5120,384512,535552,5.732588955000627,4.778921790226328,7.468655700346362,0,1,0,291,11,291,26.454545454545453,1,4,49,0,0,0,0,2,0,64,256,0,0,0,2295,48.518954248366015,1,0,0,0,0,1,1,1,0,0,0,1,5,0,1,0,0,1,0,6.0243480111418055,0,0
86528,3,3,1.584962500721156,28672.0,0,74752,86016,4.506397136578488,0.0,7.988239112525155,1,1,2,14,9,14,1.5555555555555556,0,5,0,0,1,0,0,2,0,0,0,0,0,0,1036,6.4835907335907335,1,0,0,0,0,0,1,1,0,0,0,1,6,0,0,1,0,0,0,7.988239112525155,0,0
78056,19,19,4.247927513443583,2452.2105263157896,0,24064,46592,2.8732029427091974,0.0,5.925838324519451,1,1,0,34,3,34,11.333333333333334,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1223,15.207686017988554,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.270787603207772,0,0
36264,5,5,2.321928094887362,4915.2,512,12800,24576,4.629345009891526,1.775994791475279,6.114027307073286,0,1,0,80,9,80,8.88888888888889,0,2,0,0,0,0,0,2,0,64,256,0,0,0,420,17.17142857142857,1,1,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,6.114027307073286,0,0
4548096,8,8,3.0,568384.0,0,2123264,4547072,3.443099552239549,0.0,6.2481810387052095,1,1,0,47,1,47,47.0,0,2,0,0,0,0,0,2,0,64,256,0,0,0,17595,19.6231884057971,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.2481810387052095,0,0
10752,6,6,2.584962500721156,1621.3333333333333,512,4096,9728,2.550732392332581,0.4583249169171337,5.192503364182166,0,1,0,28,12,28,2.3333333333333335,0,2,0,0,0,0,0,2,0,64,256,0,0,0,121,13.305785123966942,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,5.192503364182166,0,0
52373,3,3,1.584962500721156,10240.0,0,30208,30720,3.318630347213436,0.0,7.864269035307931,1,1,2,7,2,7,3.5,0,3,0,0,1,0,0,2,0,0,0,0,0,0,790,9.2873417721519,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.864269035307931,0,0
54318,3,3,1.584962500721156,10922.666666666666,0,32256,32768,3.3202385316809857,0.0,7.869093588710581,1,1,2,7,2,7,3.5,0,3,0,0,1,0,0,2,0,0,0,0,0,0,828,9.265700483091788,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.869093588710581,0,0
1192135,10,10,3.321928094887362,117248.0,0,465408,1172480,4.103690242705673,0.0,6.255870095685064,1,1,0,468,15,468,31.2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,8740,16.8395881006865,1,0,0,1,0,1,1,1,0,1,1,1,5,0,1,0,0,1,0,6.255870095685064,0,0
1586688,6,6,2.584962500721156,264277.3333333333,5632,1110016,1585664,5.263443000947947,2.3964841734834708,6.811754983365729,0,1,0,472,16,472,29.5,1,7,1,0,0,0,0,2,0,64,256,0,0,0,9364,9.341734301580521,1,0,0,0,0,1,1,1,0,1,0,1,14,1,1,0,0,1,0,6.398442699336024,0,0
35328,3,3,1.584962500721156,11434.666666666666,0,32256,34304,4.10835201874647,0.0,7.879685328617203,1,1,2,12,7,12,1.7142857142857142,0,3,0,0,1,0,0,2,0,64,256,0,0,0,614,6.302931596091205,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7.879685328617203,0,0
1042232,2,2,1.0,509952.0,512,1019392,1019904,2.7242546168578547,1.9807492035993226,3.4677600301163873,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8192,2,0,64,256,0,0,0,645,9.775193798449612,1,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0.0,0,0
258560,6,6,2.584962500721156,42922.666666666664,0,179712,257536,4.31516109843182,0.0,6.303827190437232,1,1,0,90,9,90,10.0,0,2,0,0,0,0,0,2,0,64,256,0,0,0,2035,9.861425061425061,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,6.303827190437232,0,0
71435,10,10,3.321928094887362,6707.2,0,48640,67072,3.0022240186434255,0.0,6.302646923084711,1,1,0,83,3,83,27.666666666666668,0,0,0,0,0,0,0,2,0,0,0,0,0,0,685,11.414598540145985,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.302646923084711,0,0
36564,10,10,3.321928094887362,3276.8,0,18432,32768,2.848346720752552,0.0,6.092700052942948,1,1,0,65,3,65,21.666666666666668,0,0,0,0,0,0,0,2,0,0,0,0,0,0,453,13.580573951434879,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.092700052942948,0,0
74040,18,18,4.169925001442312,2048.0,0,10240,36864,2.704999674745695,0.0,5.851731908018139,1,1,0,60,4,60,15.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1041,16.315081652257444,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.788411393474194,0,0
1356800,4,4,2.0,338944.0,0,1344000,1355776,4.163657840666142,0.0,7.268804508088315,1,1,0,156,2,156,78.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9081,21.983371875344126,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.268804508088315,0,0
259415,18,18,4.169925001442312,12088.888888888889,0,77312,217600,3.9864236487457134,0.0,6.202912483085933,1,1,0,63,2,63,31.5,0,2,0,0,1,0,0,2,0,64,256,0,0,0,1939,14.169159360495101,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.202912483085933,0,0
39738,10,10,3.321928094887362,3584.0,0,20480,35840,2.9048018330898175,0.0,6.090442480917172,1,1,0,68,3,68,22.666666666666668,0,0,0,0,0,0,0,2,0,0,0,0,0,0,485,14.672164948453608,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.090442480917172,0,0
73888,18,18,4.169925001442312,2019.5555555555557,0,10240,36352,2.722692885710578,0.0,5.849784739293735,1,1,0,62,4,62,15.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1067,16.25866916588566,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.798726870535145,0,0
19456,5,5,2.321928094887362,3686.4,512,10240,18432,4.36674353021776,1.4428645109086045,6.135787231640552,0,1,0,77,5,77,15.4,0,3,0,0,0,0,0,2,0,64,256,0,0,0,231,27.051948051948052,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6.135787231640552,0,0
5549432,8,8,3.0,692224.0,512,3795968,5537792,4.049163458435244,0.0,6.447948270061605,0,1,0,610,29,610,21.03448275862069,0,10,0,0,1,0,0,2,0,64,256,0,0,0,24137,18.17678253304056,1,1,0,1,0,1,1,1,0,1,0,1,2,0,1,1,0,1,0,6.447948270061605,0,0
4735864,8,8,3.0,590528.0,2048,2987520,4724224,4.109165860606026,0.0,6.44167048380008,0,1,0,572,29,572,19.724137931034484,0,10,0,0,1,0,0,2,0,64,256,0,0,0,25068,18.6254188606989,1,1,0,1,0,1,1,1,0,1,0,1,2,0,1,1,0,1,0,6.44167048380008,0,0
4407672,8,8,3.0,549504.0,512,2876928,4396032,4.016342555076513,0.0,6.44374502847488,0,1,0,572,29,572,19.724137931034484,0,10,0,0,1,0,0,2,0,64,256,0,0,0,22677,17.773338625038587,1,1,0,1,0,1,1,1,0,1,0,1,2,0,1,1,0,1,0,6.44374502847488,0,0
44192,10,10,3.321928094887362,3993.6,0,23040,39936,2.905394260773814,0.0,6.09191791889167,1,1,0,79,3,79,26.333333333333332,0,0,0,0,0,0,0,2,0,0,0,0,0,0,531,14.67608286252354,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.09191791889167,0,0
267671,19,19,4.247927513443583,11237.052631578947,0,74240,213504,3.8063392682943396,0.0,6.220699268265335,1,1,0,67,14,67,4.785714285714286,0,1,0,0,0,0,0,2,0,64,256,0,0,0,1853,13.971937398812736,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.220699268265335,0,0
86016,7,7,2.807354922057604,11702.857142857143,4096,45056,81920,2.2676358436959987,0.015920183265625623,5.8957394717548235,0,1,0,106,27,106,3.925925925925926,0,5,0,0,0,0,0,2,0,64,256,0,0,0,661,10.37821482602118,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,5.8957394717548235,0,0
164864,3,3,1.584962500721156,54784.0,512,159744,164352,3.6918263481758795,0.10191042566270775,5.962433096624493,0,1,0,1,1,1,1.0,0,0,0,0,0,0,0,2,0,64,256,0,0,0,2338,17.651411462788708,1,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,1,0,5.962433096624493,0,0
1538560,6,6,2.584962500721156,256256.0,1024,1107456,1537536,5.6050795823155255,3.337121939986887,6.708789008966896,0,1,0,458,37,458,12.378378378378379,1,10,1,0,1,0,0,2,0,64,0,0,0,0,8391,16.890716243594326,1,1,0,0,0,1,1,1,1,1,0,1,12,0,1,1,0,1,0,6.208111516948245,0,0
92160,3,3,1.584962500721156,30378.666666666668,0,87040,91136,4.187713224766282,0.0,7.988653253726605,1,1,2,14,10,14,1.4,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1095,6.213698630136986,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7.988653253726605,0,0
340712,6,6,2.584962500721156,54698.666666666664,512,291840,328192,3.91039746770756,1.470475137120734,6.200727456646544,0,1,0,74,9,74,8.222222222222221,0,2,0,0,0,0,0,2,0,64,256,0,0,0,685,14.824817518248175,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,6.200727456646544,0,0
1327104,8,8,3.0,165376.0,4096,860160,1323008,3.902186339197658,0.015920183265625623,5.9596626429993,0,1,0,133,27,133,4.925925925925926,0,6,0,0,0,0,0,2,0,64,256,0,0,0,3771,22.576239724211085,1,1,0,0,0,1,1,0,0,0,0,1,3,0,1,1,0,1,0,5.9596626429993,0,0
365544,7,7,2.807354922057604,50761.142857142855,512,187392,355328,4.095067685166538,0.10191042566270775,5.893983397948597,0,1,0,118,9,118,13.11111111111111,0,1,3,0,0,0,0,2,0,64,256,0,0,0,819,20.986568986568987,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,5.893983397948597,0,0
131072,8,8,3.0,15872.0,4096,73728,126976,2.31006245518644,0.013126943721219527,7.1498976082243075,0,1,0,82,19,82,4.315789473684211,0,5,0,0,0,0,0,2,0,64,256,0,0,0,1047,7.874880611270296,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,1,0,6.029104549147854,0,0
46080,8,8,3.0,5632.0,0,30720,45056,2.934418936416711,0.0,6.029602602523419,1,1,0,63,3,63,21.0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,285,13.550877192982457,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,5.90007790434847,0,0
96072,7,7,2.807354922057604,10532.57142857143,512,48128,73728,4.156695419599447,1.5607217530954733,6.220766201432877,0,1,0,156,12,156,13.0,0,5,0,0,0,0,0,2,0,64,256,0,0,0,754,13.546419098143236,1,1,0,0,0,1,1,0,0,0,1,1,2,0,1,1,0,1,0,6.220766201432877,0,0
20480,5,5,2.321928094887362,3891.2,512,11776,19456,4.419824389949257,0.9880297654950232,6.280187445546853,0,1,0,81,17,81,4.764705882352941,0,3,0,0,0,0,0,2,0,64,256,0,0,0,292,13.996575342465754,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,6.048162069978604,0,0
26911,3,3,1.584962500721156,3925.3333333333335,0,11264,11776,3.681130255020257,0.0,7.831150147739816,1,1,2,9,4,9,2.25,0,3,0,0,1,0,0,2,0,0,0,0,0,0,530,9.979245283018868,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.831150147739816,0,0
135168,3,3,1.584962500721156,43690.666666666664,12288,102400,131072,4.822450992519986,2.319307465278757,6.7097397693233605,0,1,0,75,1,75,75.0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,683,10.338213762811128,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6.7097397693233605,0,0
37692568,6,6,2.584962500721156,6280106.666666667,54272,22669824,37680640,5.645888356477884,2.300356998419785,7.071218445882716,0,1,0,920,30,920,30.666666666666668,1,9,402,12,1,0,0,2,0,64,256,0,0,0,99918,22.590724394003082,1,1,0,1,0,1,1,1,1,0,1,1,4,0,1,1,0,1,0,6.387410544928992,0,0
40221336,6,6,2.584962500721156,6701568.0,54272,26324992,40209408,5.717373195199886,2.300121710205583,7.022487440915677,0,1,0,929,31,929,29.967741935483872,1,9,403,12,0,0,0,2,0,64,256,0,0,0,119079,22.113773209382007,1,1,0,1,0,1,1,1,1,0,1,1,4,0,1,1,0,1,0,6.374378497439979,0,0
49949336,6,6,2.584962500721156,8322901.333333333,54272,33983488,49937408,5.690044023629336,2.3001358427951897,6.909260268678836,0,1,0,932,31,932,30.06451612903226,1,9,403,12,0,0,0,2,0,64,256,0,0,0,131466,24.08172455235574,1,1,0,1,0,1,1,1,1,0,1,1,4,0,1,1,0,1,0,6.382300828788982,0,0
58820248,6,6,2.584962500721156,9801386.666666666,54272,41057792,58808320,5.6749173472299,2.2999779492529835,6.970364124048276,0,1,0,932,30,932,31.066666666666666,1,9,461,32,0,0,0,2,0,64,256,0,0,0,143302,24.779270352123486,1,1,0,1,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.382571877514903,0,0
65973912,6,6,2.584962500721156,10993664.0,54272,44429312,65961984,5.583007486887204,2.3000751730804962,6.98377568009632,0,1,0,741,29,741,25.551724137931036,1,8,468,31,0,0,0,2,0,64,256,0,0,0,149184,39.47682727370228,1,1,0,1,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.392290170005998,0,0
65973912,6,6,2.584962500721156,10993664.0,54272,44429312,65961984,5.583007486887204,2.3000751730804962,6.98377568009632,0,1,0,741,29,741,25.551724137931036,1,8,468,31,0,0,0,2,0,64,256,0,0,0,149184,39.47683397683398,1,1,0,1,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.392290170005998,0,0
14157976,14,14,3.8073549220576055,1010395.4285714285,512,4767744,14145536,5.6593612293286215,1.1898591350363772,7.998241378574729,0,1,0,47,1,47,47.0,0,2,0,0,0,0,0,2,0,0,256,0,0,0,76566,16.150824125590994,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.159568510753802,0,0
14087832,5,5,2.321928094887362,2815180.8,27136,10180096,14075904,5.549362790600505,3.8230548342090565,6.578150480966226,0,1,0,275,22,275,12.5,0,5,0,0,0,0,0,2,0,64,256,0,0,0,26318,15.322820883045825,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,6.186944684061934,0,0
14477976,14,14,3.8073549220576055,1033252.5714285715,512,4875776,14465536,5.664996083321616,1.1898591350363772,7.998019450963348,0,1,0,47,1,47,47.0,0,2,0,0,0,0,0,2,0,0,256,0,0,0,77633,16.422371929462987,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.1548132161084155,0,0
606136,6,6,2.584962500721156,99242.66666666667,1536,461824,595456,4.788752930119589,3.3758316529822023,6.183232738670181,0,1,0,217,53,217,4.09433962264151,1,4,0,0,0,0,0,2,0,64,256,0,0,0,2476,14.684571890145396,1,1,0,0,0,1,1,0,0,0,0,1,3,0,1,1,0,1,0,6.183232738670181,0,0
